POA,V,I,P,Energy
127,618,3,265,132
127,618,3,265,132
43,608,1,92,46
43,608,1,92,46
74,606,1,54,27
74,606,1,54,27
163,632,3,348,174
163,632,3,348,174
263,618,1,132,66
263,618,1,132,66
308,630,2,187,94
308,630,2,187,94
175,638,3,281,140
175,638,3,281,140
279,641,2,239,120
279,641,2,239,120
342,637,2,251,125
342,637,2,251,125
297,631,4,409,205
297,631,4,409,205
155,622,2,171,85
155,622,2,171,85
89,612,1,133,66
89,612,1,133,66
36,586,0,32,16
36,586,0,32,16
51,591,0,39,19
51,591,0,39,19
49,613,1,115,58
49,613,1,115,58
132,624,2,201,101
132,624,2,201,101
339,656,3,292,146
339,656,3,292,146
566,641,8,846,423
566,641,8,846,423
556,611,11,1116,558
556,611,11,1116,558
496,611,10,1026,513
496,611,10,1026,513
327,621,8,790,395
327,621,8,790,395
296,623,9,870,435
296,623,9,870,435
196,622,2,224,112
196,622,2,224,112
143,640,5,483,241
143,640,5,483,241
48,607,1,106,53
48,607,1,106,53
0,548,0,12,6
0,548,0,12,6
66,588,0,32,16
66,588,0,32,16
283,642,2,191,96
283,642,2,191,96
550,593,8,749,374
550,593,8,749,374
777,580,13,1174,587
777,580,13,1174,587
943,581,16,1512,756
943,581,16,1512,756
1005,586,7,692,346
1005,586,7,692,346
740,585,9,829,414
740,585,9,829,414
748,577,18,1656,828
748,577,18,1656,828
733,605,3,286,143
733,605,3,286,143
550,585,2,219,109
550,585,2,219,109
341,609,3,248,124
341,609,3,248,124
92,576,1,65,33
92,576,1,65,33
0,540,0,8,4
0,540,0,8,4
82,586,0,28,14
82,586,0,28,14
317,606,3,279,139
317,606,3,279,139
568,591,8,740,370
568,591,8,740,370
791,580,13,1169,584
791,580,13,1169,584
947,576,15,1442,721
947,576,15,1442,721
997,580,8,799,400
997,580,8,799,400
925,626,13,1337,668
925,626,13,1337,668
990,595,15,1455,728
990,595,15,1455,728
864,575,14,1322,661
864,575,14,1322,661
653,575,4,392,196
653,575,4,392,196
394,602,7,684,342
394,602,7,684,342
110,605,2,228,114
110,605,2,228,114
83,590,0,46,23
83,590,0,46,23
278,637,2,248,124
278,637,2,248,124
505,587,7,697,349
505,587,7,697,349
592,582,12,1108,554
592,582,12,1108,554
528,618,8,811,406
528,618,8,811,406
584,610,12,1146,573
584,610,12,1146,573
514,607,4,404,202
514,607,4,404,202
696,594,8,781,390
696,594,8,781,390
365,588,5,433,216
365,588,5,433,216
155,612,4,348,174
155,612,4,348,174
79,602,2,195,98
79,602,2,195,98
0,572,0,19,10
0,572,0,19,10
89,586,0,32,16
89,586,0,32,16
293,590,3,300,150
293,590,3,300,150
485,587,6,582,291
485,587,6,582,291
717,590,10,977,488
717,590,10,977,488
851,594,13,1237,618
851,594,13,1237,618
977,581,17,1584,792
977,581,17,1584,792
849,606,17,1664,832
849,606,17,1664,832
710,570,15,1378,689
710,570,15,1378,689
569,606,6,612,306
569,606,6,612,306
277,614,3,269,134
277,614,3,269,134
122,602,2,200,100
122,602,2,200,100
52,611,2,168,84
52,611,2,168,84
89,584,0,32,16
89,584,0,32,16
240,587,3,260,130
240,587,3,260,130
459,583,7,634,317
459,583,7,634,317
687,588,11,1028,514
687,588,11,1028,514
900,572,16,1439,719
900,572,16,1439,719
798,585,12,1104,552
798,585,12,1104,552
488,600,7,694,347
488,600,7,694,347
474,604,11,1082,541
474,604,11,1082,541
424,598,4,377,189
424,598,4,377,189
352,618,4,398,199
352,618,4,398,199
174,607,2,197,98
174,607,2,197,98
46,600,1,82,41
46,600,1,82,41
0,546,0,14,7
0,546,0,14,7
63,605,1,58,29
63,605,1,58,29
416,627,2,155,77
416,627,2,155,77
549,641,4,395,197
549,641,4,395,197
421,592,13,1216,608
421,592,13,1216,608
428,621,6,589,294
428,621,6,589,294
531,629,7,724,362
531,629,7,724,362
767,613,9,919,460
767,613,9,919,460
694,606,9,889,445
694,606,9,889,445
578,586,10,942,471
578,586,10,942,471
335,593,11,1006,503
335,593,11,1006,503
86,607,6,613,306
86,607,6,613,306
0,617,2,225,112
0,617,2,225,112
90,616,1,111,56
90,616,1,111,56
130,644,2,206,103
130,644,2,206,103
172,556,0,15,8
172,556,0,15,8
215,580,0,38,19
215,580,0,38,19
238,620,1,123,62
238,620,1,123,62
345,628,2,156,78
345,628,2,156,78
396,650,4,398,199
396,650,4,398,199
189,634,11,1173,586
189,634,11,1173,586
73,638,5,474,237
73,638,5,474,237
34,604,1,98,49
34,604,1,98,49
0,596,1,60,30
0,596,1,60,30
88,594,0,36,18
88,594,0,36,18
115,635,2,226,113
115,635,2,226,113
307,628,2,219,110
307,628,2,219,110
656,623,2,186,93
656,623,2,186,93
510,648,7,736,368
510,648,7,736,368
306,609,11,1122,561
306,609,11,1122,561
346,636,8,857,428
346,636,8,857,428
383,630,6,569,284
383,630,6,569,284
203,635,3,263,131
203,635,3,263,131
85,633,3,290,145
85,633,3,290,145
38,629,2,185,92
38,629,2,185,92
0,624,2,157,79
0,624,2,157,79
95,578,0,23,11
95,578,0,23,11
431,630,2,172,86
431,630,2,172,86
646,650,4,442,221
646,650,4,442,221
615,589,15,1443,721
615,589,15,1443,721
517,600,10,945,473
517,600,10,945,473
553,625,6,643,321
553,625,6,643,321
467,632,6,594,297
467,632,6,594,297
484,620,7,736,368
484,620,7,736,368
439,619,7,719,359
439,619,7,719,359
256,613,2,205,103
256,613,2,205,103
107,623,3,319,159
107,623,3,319,159
1,631,3,323,162
1,631,3,323,162
0,566,0,13,6
0,566,0,13,6
238,605,1,55,27
238,605,1,55,27
500,645,2,233,116
500,645,2,233,116
736,598,9,832,416
736,598,9,832,416
848,589,10,987,493
848,589,10,987,493
880,634,11,1165,583
880,634,11,1165,583
814,619,11,1133,566
814,619,11,1133,566
780,604,15,1425,713
780,604,15,1425,713
698,615,5,501,250
698,615,5,501,250
601,614,3,328,164
601,614,3,328,164
333,612,5,498,249
333,612,5,498,249
107,600,7,686,343
107,600,7,686,343
1,592,1,109,54
1,592,1,109,54
0,550,0,13,6
0,550,0,13,6
342,615,1,52,26
342,615,1,52,26
546,619,4,357,178
546,619,4,357,178
789,593,8,806,403
789,593,8,806,403
984,591,13,1242,621
984,591,13,1242,621
1080,568,16,1448,724
1080,568,16,1448,724
1096,556,18,1568,784
1096,556,18,1568,784
1030,563,18,1639,820
1030,563,18,1639,820
886,558,17,1514,757
886,558,17,1514,757
675,565,15,1319,660
675,565,15,1319,660
418,581,11,1040,520
418,581,11,1040,520
132,595,7,669,334
132,595,7,669,334
1,607,2,235,117
1,607,2,235,117
0,549,0,14,7
0,549,0,14,7
343,595,0,37,19
343,595,0,37,19
593,617,4,353,177
593,617,4,353,177
813,588,8,778,389
813,588,8,778,389
977,577,13,1206,603
977,577,13,1206,603
1071,574,16,1452,726
1071,574,16,1452,726
1085,572,17,1599,800
1085,572,17,1599,800
1017,561,18,1589,794
1017,561,18,1589,794
823,566,17,1513,756
823,566,17,1513,756
578,573,14,1333,667
578,573,14,1333,667
386,586,11,1053,527
386,586,11,1053,527
113,597,7,689,345
113,597,7,689,345
1,593,2,223,111
1,593,2,223,111
51,554,0,11,5
51,554,0,11,5
156,613,1,96,48
156,613,1,96,48
360,639,2,226,113
360,639,2,226,113
848,652,5,533,266
848,652,5,533,266
924,636,6,583,292
924,636,6,583,292
380,608,14,1325,662
380,608,14,1325,662
237,611,7,671,335
237,611,7,671,335
237,625,3,267,133
237,625,3,267,133
229,607,1,103,52
229,607,1,103,52
150,592,1,66,33
150,592,1,66,33
63,577,0,28,14
63,577,0,28,14
1,585,0,35,18
1,585,0,35,18
164,584,0,34,17
164,584,0,34,17
527,638,2,252,126
527,638,2,252,126
788,618,7,710,355
788,618,7,710,355
950,590,13,1224,612
950,590,13,1224,612
988,586,16,1513,756
988,586,16,1513,756
953,620,12,1185,593
953,620,12,1185,593
704,572,14,1282,641
704,572,14,1282,641
635,602,13,1222,611
635,602,13,1222,611
521,623,14,1383,692
521,623,14,1383,692
227,592,12,1132,566
227,592,12,1132,566
101,601,7,679,339
101,601,7,679,339
1,602,2,146,73
1,602,2,146,73
0,576,0,26,13
0,576,0,26,13
271,602,1,58,29
271,602,1,58,29
479,628,4,444,222
479,628,4,444,222
708,605,6,545,273
708,605,6,545,273
912,590,11,1058,529
912,590,11,1058,529
993,562,15,1362,681
993,562,15,1362,681
1040,577,8,754,377
1040,577,8,754,377
692,546,18,1585,793
692,546,18,1585,793
623,552,17,1548,774
623,552,17,1548,774
371,610,6,576,288
371,610,6,576,288
111,576,12,1120,560
111,576,12,1120,560
17,567,1,56,28
17,567,1,56,28
0,583,1,58,29
0,583,1,58,29
257,590,1,50,25
257,590,1,50,25
491,636,2,229,115
491,636,2,229,115
677,587,7,676,338
677,587,7,676,338
624,593,10,949,475
624,593,10,949,475
751,613,6,602,301
751,613,6,602,301
718,587,11,1032,516
718,587,11,1032,516
338,568,11,963,482
338,568,11,963,482
187,604,5,528,264
187,604,5,528,264
119,601,2,194,97
119,601,2,194,97
80,558,0,19,10
80,558,0,19,10
39,570,0,27,13
39,570,0,27,13
1,569,0,21,11
1,569,0,21,11
123,577,0,30,15
123,577,0,30,15
388,626,2,181,90
388,626,2,181,90
619,633,3,346,173
619,633,3,346,173
643,605,7,722,361
643,605,7,722,361
511,612,10,980,490
511,612,10,980,490
395,592,9,875,438
395,592,9,875,438
307,626,6,654,327
307,626,6,654,327
284,609,6,583,291
284,609,6,583,291
257,608,10,959,479
257,608,10,959,479
93,616,2,183,92
93,616,2,183,92
46,616,2,154,77
46,616,2,154,77
1,597,1,70,35
1,597,1,70,35
335,610,1,66,33
335,610,1,66,33
552,627,4,375,187
552,627,4,375,187
765,595,8,816,408
765,595,8,816,408
887,591,12,1124,562
887,591,12,1124,562
825,578,14,1290,645
825,578,14,1290,645
1026,601,16,1589,795
1026,601,16,1589,795
873,622,17,1647,824
873,622,17,1647,824
762,545,18,1618,809
762,545,18,1618,809
500,615,3,272,136
500,615,3,272,136
285,596,8,804,402
285,596,8,804,402
98,610,3,258,129
98,610,3,258,129
1,616,2,207,104
1,616,2,207,104
0,566,0,22,11
0,566,0,22,11
349,596,0,42,21
349,596,0,42,21
588,626,4,383,192
588,626,4,383,192
799,578,9,806,403
799,578,9,806,403
923,572,13,1169,585
923,572,13,1169,585
888,561,16,1455,727
888,561,16,1455,727
852,558,17,1525,762
852,558,17,1525,762
754,592,12,1140,570
754,592,12,1140,570
717,572,8,751,375
717,572,8,751,375
626,554,17,1486,743
626,554,17,1486,743
358,590,11,1041,521
358,590,11,1041,521
77,605,7,686,343
77,605,7,686,343
1,614,2,181,90
1,614,2,181,90
56,578,0,21,11
56,578,0,21,11
115,619,1,108,54
115,619,1,108,54
218,614,1,114,57
218,614,1,114,57
330,631,2,196,98
330,631,2,196,98
269,642,4,392,196
269,642,4,392,196
332,631,3,296,148
332,631,3,296,148
357,648,4,375,187
357,648,4,375,187
406,629,2,256,128
406,629,2,256,128
248,648,4,425,213
248,648,4,425,213
129,631,5,545,273
129,631,5,545,273
36,620,2,248,124
36,620,2,248,124
1,614,1,144,72
1,614,1,144,72
0,585,0,47,24
0,585,0,47,24
58,586,0,38,19
58,586,0,38,19
132,607,1,94,47
132,607,1,94,47
419,637,3,272,136
419,637,3,272,136
522,642,3,334,167
522,642,3,334,167
627,637,8,788,394
627,637,8,788,394
889,630,8,810,405
889,630,8,810,405
528,581,13,1212,606
528,581,13,1212,606
292,608,10,1014,507
292,608,10,1014,507
236,603,3,286,143
236,603,3,286,143
123,617,3,276,138
123,617,3,276,138
97,619,3,316,158
97,619,3,316,158
2,616,3,295,147
2,616,3,295,147
0,546,0,13,7
0,546,0,13,7
356,610,1,55,28
356,610,1,55,28
601,628,4,413,207
601,628,4,413,207
806,550,10,855,428
806,550,10,855,428
830,590,14,1323,662
830,590,14,1323,662
864,578,17,1542,771
864,578,17,1542,771
872,616,17,1670,835
872,616,17,1670,835
725,628,17,1670,835
725,628,17,1670,835
711,606,5,481,240
711,606,5,481,240
572,583,7,642,321
572,583,7,642,321
358,600,8,770,385
358,600,8,770,385
129,627,6,633,316
129,627,6,633,316
2,614,3,299,150
2,614,3,299,150
0,559,0,17,9
0,559,0,17,9
358,587,0,32,16
358,587,0,32,16
612,632,4,413,207
612,632,4,413,207
829,594,9,842,421
829,594,9,842,421
949,575,13,1246,623
949,575,13,1246,623
875,563,17,1511,756
875,563,17,1511,756
871,577,14,1348,674
871,577,14,1348,674
863,629,17,1678,839
863,629,17,1678,839
754,552,5,474,237
754,552,5,474,237
655,609,6,564,282
655,609,6,564,282
399,575,13,1175,588
399,575,13,1175,588
128,594,5,521,261
128,594,5,521,261
3,608,3,321,160
3,608,3,321,160
0,568,0,27,14
0,568,0,27,14
363,595,0,34,17
363,595,0,34,17
610,638,4,418,209
610,638,4,418,209
826,588,9,826,413
826,588,9,826,413
984,567,13,1204,602
984,567,13,1204,602
1074,558,16,1422,711
1074,558,16,1422,711
1084,553,17,1544,772
1084,553,17,1544,772
1013,550,18,1567,784
1013,550,18,1567,784
862,556,17,1522,761
862,556,17,1522,761
541,569,15,1330,665
541,569,15,1330,665
366,576,11,1056,528
366,576,11,1056,528
123,596,8,808,404
123,596,8,808,404
3,602,3,287,144
3,602,3,287,144
0,558,0,20,10
0,558,0,20,10
358,602,1,54,27
358,602,1,54,27
604,627,4,406,203
604,627,4,406,203
820,544,10,839,419
820,544,10,839,419
981,572,13,1218,609
981,572,13,1218,609
1075,557,16,1449,725
1075,557,16,1449,725
1088,545,18,1543,771
1088,545,18,1543,771
1020,546,18,1605,803
1020,546,18,1605,803
875,545,13,1109,555
875,545,13,1109,555
658,569,14,1285,642
658,569,14,1285,642
328,575,13,1192,596
328,575,13,1192,596
132,584,7,675,338
132,584,7,675,338
3,605,3,316,158
3,605,3,316,158
0,544,0,17,8
0,544,0,17,8
360,603,0,47,24
360,603,0,47,24
602,636,4,400,200
602,636,4,400,200
823,592,9,839,420
823,592,9,839,420
979,572,13,1211,606
979,572,13,1211,606
1066,562,16,1447,723
1066,562,16,1447,723
1073,550,18,1553,776
1073,550,18,1553,776
1000,548,18,1565,783
1000,548,18,1565,783
851,548,16,1438,719
851,548,16,1438,719
635,557,14,1296,648
635,557,14,1296,648
377,572,11,1028,514
377,572,11,1028,514
115,588,7,654,327
115,588,7,654,327
3,595,3,273,137
3,595,3,273,137
0,547,0,14,7
0,547,0,14,7
357,611,1,54,27
357,611,1,54,27
600,635,4,401,200
600,635,4,401,200
815,587,6,598,299
815,587,6,598,299
975,573,13,1209,605
975,573,13,1209,605
1068,560,16,1432,716
1068,560,16,1432,716
1080,552,17,1536,768
1080,552,17,1536,768
1009,540,18,1542,771
1009,540,18,1542,771
862,549,17,1478,739
862,549,17,1478,739
648,558,15,1301,651
648,558,15,1301,651
389,577,11,1059,530
389,577,11,1059,530
125,583,8,753,376
125,583,8,753,376
3,600,3,293,147
3,600,3,293,147
0,554,0,21,10
0,554,0,21,10
334,598,0,46,23
334,598,0,46,23
547,638,4,395,197
547,638,4,395,197
768,589,8,783,391
768,589,8,783,391
895,580,12,1164,582
895,580,12,1164,582
960,563,15,1396,698
960,563,15,1396,698
914,562,17,1506,753
914,562,17,1506,753
945,552,13,1141,571
945,552,13,1141,571
836,545,16,1433,717
836,545,16,1433,717
601,557,15,1360,680
601,557,15,1360,680
270,572,12,1135,567
270,572,12,1135,567
89,595,2,209,104
89,595,2,209,104
3,602,2,204,102
3,602,2,204,102
0,568,0,27,13
0,568,0,27,13
348,597,1,57,29
348,597,1,57,29
596,634,4,394,197
596,634,4,394,197
803,585,8,783,392
803,585,8,783,392
697,566,13,1169,585
697,566,13,1169,585
526,598,15,1431,715
526,598,15,1431,715
642,607,14,1402,701
642,607,14,1402,701
709,570,7,650,325
709,570,7,650,325
751,570,12,1108,554
751,570,12,1108,554
641,603,9,876,438
641,603,9,876,438
383,581,12,1109,555
383,581,12,1109,555
124,610,3,333,166
124,610,3,333,166
4,610,3,255,128
4,610,3,255,128
0,580,0,30,15
0,580,0,30,15
353,607,1,56,28
353,607,1,56,28
603,636,4,409,204
603,636,4,409,204
817,591,9,823,411
817,591,9,823,411
968,578,13,1207,603
968,578,13,1207,603
972,574,15,1401,701
972,574,15,1401,701
910,551,17,1539,769
910,551,17,1539,769
933,582,12,1165,582
933,582,12,1165,582
849,578,10,913,457
849,578,10,913,457
560,575,12,1131,566
560,575,12,1131,566
179,588,8,770,385
179,588,8,770,385
50,608,7,682,341
50,608,7,682,341
0,565,0,27,14
0,565,0,27,14
94,588,0,47,23
94,588,0,47,23
129,637,2,253,127
129,637,2,253,127
197,626,2,171,85
197,626,2,171,85
333,623,2,187,93
333,623,2,187,93
452,644,2,257,128
452,644,2,257,128
330,647,4,373,187
330,647,4,373,187
315,630,5,513,257
315,630,5,513,257
215,642,3,335,168
215,642,3,335,168
178,631,2,239,119
178,631,2,239,119
121,631,2,164,82
121,631,2,164,82
67,641,2,222,111
67,641,2,222,111
5,601,1,67,34
5,601,1,67,34
298,620,1,79,40
298,620,1,79,40
468,643,4,379,190
468,643,4,379,190
661,600,9,904,452
661,600,9,904,452
707,639,6,628,314
707,639,6,628,314
811,603,15,1451,726
811,603,15,1451,726
846,608,12,1202,601
846,608,12,1202,601
793,641,12,1273,637
793,641,12,1273,637
685,626,12,1267,634
685,626,12,1267,634
542,603,12,1125,562
542,603,12,1125,562
319,609,13,1260,630
319,609,13,1260,630
102,624,9,887,444
102,624,9,887,444
5,639,5,483,241
5,639,5,483,241
0,597,1,52,26
0,597,1,52,26
364,645,1,106,53
364,645,1,106,53
608,651,4,421,210
608,651,4,421,210
803,600,9,872,436
803,600,9,872,436
930,595,14,1314,657
930,595,14,1314,657
1060,589,14,1361,680
1060,589,14,1361,680
1077,598,17,1606,803
1077,598,17,1606,803
1021,587,17,1620,810
1021,587,17,1620,810
829,553,17,1544,772
829,553,17,1544,772
562,568,14,1259,629
562,568,14,1259,629
320,588,10,961,480
320,588,10,961,480
141,615,7,715,358
141,615,7,715,358
6,630,4,387,193
6,630,4,387,193
0,605,1,61,31
0,605,1,61,31
378,625,1,64,32
378,625,1,64,32
628,639,4,421,210
628,639,4,421,210
845,589,9,868,434
845,589,9,868,434
1007,575,14,1268,634
1007,575,14,1268,634
1102,565,17,1503,751
1102,565,17,1503,751
1116,578,5,420,210
1116,578,5,420,210
1038,577,18,1671,835
1038,577,18,1671,835
870,551,18,1608,804
870,551,18,1608,804
604,560,15,1383,692
604,560,15,1383,692
356,570,13,1166,583
356,570,13,1166,583
137,596,8,725,362
137,596,8,725,362
6,606,3,318,159
6,606,3,318,159
0,580,0,45,23
0,580,0,45,23
378,625,1,77,39
378,625,1,77,39
626,636,4,422,211
626,636,4,422,211
843,550,10,870,435
843,550,10,870,435
1003,572,14,1267,633
1003,572,14,1267,633
1097,560,17,1523,762
1097,560,17,1523,762
1110,583,18,1677,838
1110,583,18,1677,838
1030,539,19,1638,819
1030,539,19,1638,819
760,557,18,1604,802
760,557,18,1604,802
436,556,14,1274,637
436,556,14,1274,637
265,595,10,997,499
265,595,10,997,499
142,609,4,426,213
142,609,4,426,213
7,606,2,174,87
7,606,2,174,87
0,548,0,20,10
0,548,0,20,10
361,603,0,45,22
361,603,0,45,22
623,630,4,431,215
623,630,4,431,215
840,576,9,816,408
840,576,9,816,408
1001,565,13,1198,599
1001,565,13,1198,599
1053,563,16,1470,735
1053,563,16,1470,735
1106,563,9,796,398
1106,563,9,796,398
849,566,5,437,218
849,566,5,437,218
664,585,11,1042,521
664,585,11,1042,521
560,561,6,537,269
560,561,6,537,269
282,612,3,345,172
282,612,3,345,172
130,598,6,561,281
130,598,6,561,281
7,601,3,253,127
7,601,3,253,127
0,579,0,35,18
0,579,0,35,18
373,597,0,41,21
373,597,0,41,21
620,627,4,425,213
620,627,4,425,213
835,569,9,829,414
835,569,9,829,414
969,572,13,1228,614
969,572,13,1228,614
937,567,16,1480,740
937,567,16,1480,740
1001,584,18,1670,835
1001,584,18,1670,835
961,583,11,1012,506
961,583,11,1012,506
887,545,9,805,403
887,545,9,805,403
642,562,15,1383,692
642,562,15,1383,692
359,573,12,1129,564
359,573,12,1129,564
161,585,7,676,338
161,585,7,676,338
8,594,1,139,70
8,594,1,139,70
0,568,0,32,16
0,568,0,32,16
79,599,1,71,35
79,599,1,71,35
145,628,2,238,119
145,628,2,238,119
277,607,1,126,63
277,607,1,126,63
368,624,2,172,86
368,624,2,172,86
440,629,3,298,149
440,629,3,298,149
422,626,2,233,116
422,626,2,233,116
340,646,9,904,452
340,646,9,904,452
346,639,3,308,154
346,639,3,308,154
205,637,4,412,206
205,637,4,412,206
109,610,1,108,54
